GENE	CHR	START	END
94005	17	26870405	26908887
230	17	26890133	26914282
10615	17	26894583	26936056
124923	17	26924799	26951377
9703	17	26931458	26982177
6388	17	26965374	26999207
6830	17	26979221	27039255
147011	17	27020214	27049127
83871	17	27031299	27055286
100861437	17	27033011	27054908
6147	17	27037000	27061374
116238	17	27041366	27063949
284086	17	27045822	27079784
9618	17	27061023	27087976
55731	17	27072996	27179857
26284	17	27172043	27198072
2319	17	27196356	27234715
147015	17	27214799	27240089
57649	17	27222264	27288622
124925	17	27271923	27343458
51268	17	27359918	27394245
399687	17	27390528	27517432
9220	17	27390539	27412627
1411	17	27563875	27591512
57532	17	27572854	27631166
57551	17	27707943	27888921
116236	17	27877679	27904042
90313	17	27884198	27910175
28964	17	27890487	27926610
124930	17	27910527	27951779
84940	17	27931774	27959926
85464	17	27942956	28267231
374786	17	28246874	28445470
84081	17	28433821	28523493
6532	17	28511337	28572986
642	17	28565213	28629184
388364	17	28633351	28671065
1362	17	28695942	28806675
9527	17	28794426	28863832
26083	17	28874124	28900511
51379	17	29099702	29161778
79915	17	29149020	29232295
79736	17	29216001	29243286
55803	17	29238698	29296340
84282	17	29286224	29336929
4763	17	29411945	29714695
4974	17	29611668	29634380
2124	17	29619888	29651130
2123	17	29633428	29658767
84440	17	29708642	29875232
55352	17	30168884	30196326
55813	17	30180190	30238729
23512	17	30254044	30338057
114659	17	30338155	30390519
55288	17	30459473	30562746
162494	17	30583195	30661680
64149	17	30645460	30687066
7756	17	30667071	30707468
5717	17	30761481	30820337
8851	17	30804105	30828271
4642	17	30809628	31213902
26022	17	31244928	31278667
124912	17	31308882	31334895
40	17	31330105	32493825
6347	17	32572296	32594222
6354	17	32587235	32609261
6356	17	32602687	32625199
6355	17	32636066	32658421
6357	17	32673471	32695629
6346	17	32677347	32700252
400591	17	32891142	32916388
124842	17	32897768	32976337
10693	17	33244878	33317968
91603	17	33278549	33300205
3980	17	33297517	33342088
117584	17	33326131	33426348
5892	17	33416811	33456888
54752	17	33438598	33467751
54475	17	33448368	33479322
146862	17	33464787	33526364
146861	17	33509539	33531412
162394	17	33560086	33604768
91607	17	33667324	33710821
55106	17	33728079	33770302
146857	17	33752115	33785856
100506736	17	33791942	33824758
342618	17	33864728	33896783
5193	17	33891814	33915656
163	17	33903918	34063436
91608	17	34048679	34080540
246176	17	34061530	34089897
79148	17	34073316	34132711
146853	17	34077890	34102098
8148	17	34126459	34184246
256957	17	34171898	34205895
6352	17	34188495	34217377
201299	17	34235084	34267780
57151	17	34251522	34280714
6360	17	34293529	34320373
6358	17	34300692	34323764
6359	17	34313476	34339084
6368	17	34330096	34355005
6362	17	34381643	34408841
6348	17	34405602	34427506
6351	17	34421220	34443014
414059	17	34483061	34514035
414062	17	34512268	34534147
9560	17	34528468	34550275
414060	17	34571085	34602039
6349	17	34613842	34635730
388372	17	34630034	34651841
729877	17	34735936	34767050
9326	17	34832471	34865154
80179	17	34841599	34901305
284098	17	34880849	34905217
79893	17	34890737	34956278
79154	17	34938226	34967233
79922	17	34948010	34975407
3975	17	35284772	35311915
26574	17	35296175	35424171
31	17	35431927	35776902
284099	17	35722928	35759812
6871	17	35756977	35849830
11072	17	35839951	35883603
11276	17	35864900	35979544
11056	17	35962363	36013493
6928	17	36036434	36115096
84218	17	36273868	36304915
729873	17	36327528	36359276
84311	17	36442989	36489101
440435	17	36471493	36509693
30837	17	36498007	36571846
57636	17	36574720	36678628
80725	17	36676259	36772183
100170841	17	36817956	36841187
4302	17	36851873	36896056
284106	17	36876510	36901858
7703	17	36880150	36916070
5691	17	36898978	36930484
8396	17	36911944	36966218
54883	17	36946687	36991603
388381	17	36981341	37007642
9349	17	36996321	37020053
3927	17	37016112	37088023
494188	17	37082685	37133655
57125	17	37209556	37318946
390790	17	37303147	37332414
782	17	37319709	37363956
6143	17	37346536	37370980
342667	17	37356789	37392040
101929578	17	37384040	37412043
84961	17	37398897	37568530
5469	17	37550538	37617527
51755	17	37607739	37731398
4761	17	37750021	37774175
84152	17	37773177	37802878
10948	17	37783333	37830454
8557	17	37811599	37832807
5409	17	37814234	37836728
93210	17	37817375	37854310
2064	17	37834167	37894915
84299	17	37875409	37896792
2886	17	37884162	37913538
22806	17	37903968	38030441
124626	17	38014417	38044149
55876	17	38050848	38084903
94103	17	38067294	38093884
101928947	17	38073156	38105953
100505591	17	38087727	38110987
284110	17	38109226	38144019
5709	17	38127021	38164213
1440	17	38161614	38184066
9862	17	38165350	38220889
7067	17	38208446	38260120
9572	17	38239037	38266978
339287	17	38268235	38303047
22794	17	38286507	38338431
51195	17	38324242	38361906
147179	17	38365556	38448944
990	17	38434146	38469413
5914	17	38455423	38523895
125111	17	38506904	38530945
7153	17	38534773	38584202
3487	17	38589676	38623982
84951	17	38622080	38667933
1236	17	38700021	38731736
6605	17	38771214	38815658
125113	17	38801872	38831416
192666	17	38844243	38870002
147183	17	38894273	38921584
353288	17	38912490	38938411
342574	17	38923060	38948786
162605	17	38938448	38966211
3858	17	38964369	38988863
147184	17	38965344	39002526
3859	17	39007430	39033462
54474	17	39022141	39051495
25984	17	39068948	39103895
390792	17	39104669	39133144
125115	17	39123968	39153387
85293	17	39139682	39160385
83897	17	39145445	39166138
83896	17	39154773	39175366
83895	17	39172278	39193454
728255	17	39175929	39196377
81850	17	39180136	39201107
81851	17	39186811	39207713
81872	17	39192793	39213568
728279	17	39200750	39221463
730755	17	39205492	39226344
85294	17	39211368	39232131
100132476	17	39230459	39251396
728224	17	39243233	39264375
100132386	17	39251641	39272740
653240	17	39263433	39284606
83755	17	39269343	39290419
81871	17	39285685	39306739
85289	17	39295176	39316054
84616	17	39305905	39326983
85290	17	39313483	39334424
85291	17	39323698	39344460
85285	17	39330352	39351147
728318	17	39336139	39356891
83899	17	39372900	39393904
83900	17	39378715	39399706
83901	17	39384270	39405256
85280	17	39395939	39416905
81870	17	39401636	39422616
100507608	17	39411630	39432112
100505724	17	39421950	39442459
100533177	17	39448078	39469103
100505753	17	39453952	39475505
83902	17	39461169	39481947
3883	17	39492344	39517064
3884	17	39509746	39536052
3885	17	39523921	39548636
3881	17	39539976	39563844
8688	17	39566809	39590822
8687	17	39582621	39607596
3882	17	39605765	39633638
3886	17	39622941	39647392
8689	17	39632388	39658799
3860	17	39647233	39671865
3866	17	39659997	39688033
3880	17	39669869	39694641
3857	17	39712093	39738310
3861	17	39728531	39753147
3868	17	39756030	39779079
3872	17	39765692	39790882
10209	17	39835127	39857898
2520	17	39858578	39882221
9001	17	39868891	39900898
3728	17	39900859	39952964
10609	17	39948204	39978881
60681	17	39958962	39989469
115024	17	39971334	40002523
317719	17	39982572	40014599
55175	17	39999799	40031629
47	17	40013169	40096795
83538	17	40076888	40127669
1267	17	40108737	40139754
7266	17	40118439	40179715
28511	17	40159594	40187659
201181	17	40167594	40215881
79132	17	40243422	40274751
2648	17	40255129	40283382
94086	17	40264756	40285371
5878	17	40266994	40317062
23415	17	40298910	40343296
3060	17	40326078	40347470
84514	17	40331105	40356550
6777	17	40341195	40438478
6776	17	40429565	40473961
6774	17	40455342	40550586
284119	17	40544467	40585506
535	17	40600862	40684597
4669	17	40677951	40706467
3292	17	40693984	40717232
80347	17	40703485	40728299
6945	17	40709078	40735221
29893	17	40714328	40739849
162427	17	40721526	40771445
7283	17	40751358	40777256
27175	17	40801266	40829024
79990	17	40809932	40839048
2826	17	40821420	40843845
8506	17	40824632	40862011
2145	17	40842293	40907095
10266	17	40903145	40925063
84313	17	40915454	40941618
65266	17	40922632	40959084
28958	17	40939636	40960743
124817	17	40940609	40973605
8678	17	40952150	40986310
10197	17	40975159	41005777
314	17	40986609	41012724
8639	17	40993201	41020147
2538	17	41042814	41076450
80755	17	41092543	41126515
100885850	17	41092543	41142545
100885848	17	41110105	41142545
146923	17	41122527	41155713
6155	17	41140446	41164976
3430	17	41148742	41176476
10493	17	41156622	41184459
8153	17	41167258	41194058
672	17	41186312	41287500
4077	17	41312498	41373707
113277	17	41353865	41382061
379	17	41466353	41488504
1659	17	41551330	41614185
2118	17	41595211	41633800
4222	17	41707757	41749262
50964	17	41821099	41846156
1845	17	41833489	41866368
284067	17	41847803	41872054
4356	17	41868167	41920547
146894	17	41914145	41950997
4355	17	41942727	41997079
5539	17	42008172	42029833
5697	17	42020101	42091837
162417	17	42072032	42096436
84336	17	42078556	42110519
124801	17	42102003	42154987
92579	17	42138098	42163712
10014	17	42144121	42211014
78995	17	42209274	42249844
92591	17	42238074	42266650
79089	17	42254300	42279099
56970	17	42259173	42285747
7343	17	42272401	42308994
6521	17	42315758	42361654
10900	17	42375786	42406039
51629	17	42386993	42412217
2896	17	42412491	42440474
284069	17	42421101	42451235
3674	17	42439550	42476873
23131	17	42462645	42590957
2535	17	42624812	42648630
284071	17	42723762	42765673
124808	17	42744805	42777355
80174	17	42775976	42839637
4185	17	42826405	42869214
10052	17	42865816	42918179
51751	17	42913721	42937848
9343	17	42917655	42986993
388389	17	42967080	42993541
2670	17	42972994	43002920
146909	17	42992079	43035079
10882	17	43027061	43055644
79877	17	43090706	43148473
4836	17	43128322	43196384
113026	17	43179008	43219891
79777	17	43199967	43231548
10614	17	43214684	43239468
124790	17	43227502	43257406
752	17	43289192	43334685
124783	17	43321760	43349479
9020	17	43330488	43404414
201176	17	43461268	43520282
9842	17	43503266	43578146
1394	17	43687710	43923194
162540	17	43912256	43934438
4137	17	43961702	44115700
246744	17	44066616	44087060
284058	17	44097282	44312740
9884	17	44306744	44425160
100506084	17	44341550	44449416
51326	17	44567184	44667155
474170	17	44577323	44643016
4905	17	44658035	44844830
7473	17	44829872	44906126
7484	17	44918952	44974096
9570	17	44990486	45054366
388394	17	45045522	45066614
996	17	45185310	45276665
4635	17	45256728	45311045
3690	17	45321208	45400077
124989	17	45391327	45528678
9520	17	45590316	45710642
3837	17	45716861	45772037
9755	17	45761441	45799429
30009	17	45800610	45833485
114881	17	45874733	45909169
124995	17	45890638	45918907
90506	17	45898993	45925079
90507	17	45905047	45928699
80320	17	45912280	45943240
6668	17	45963516	46016323
55163	17	46008889	46036674
79170	17	46019333	46045252
80279	17	46037894	46069152
51226	17	46093533	46130908
4779	17	46115686	46148907
10951	17	46137414	46188883
29916	17	46174911	46210109
8631	17	46200802	46517596
3211	17	46596807	46618272
3212	17	46610017	46632393
3213	17	46616232	46677634
3214	17	46642869	46665743
3215	17	46658619	46681103
3216	17	46663099	46692343
3217	17	46674594	46698383
3218	17	46679708	46702474
3219	17	46688518	46713835
101060400	17	46702166	46734875
84366	17	46789081	46809882
360205	17	46790542	46812119
10481	17	46792125	46816111
284076	17	46829593	46904469
10241	17	46898350	46952607
516	17	46960148	46983233
65264	17	46975731	47016422
11267	17	46997458	47032484
2695	17	47025918	47055955
10642	17	47064774	47143507
124872	17	47199822	47257351
2793	17	47273596	47297936
51225	17	47277589	47310587
162466	17	47290728	47319009
22834	17	47356568	47449835
5245	17	47471410	47502267
4804	17	47562655	47602382
11248	17	47643298	47671172
8405	17	47666246	47765525
10237	17	47768296	47795313
81558	17	47777687	47851518
11143	17	47855922	47916458
255061	17	47905671	47935379
729220	17	47913272	47936199
1748	17	48036562	48062323
1747	17	48057369	48082588
3675	17	48123340	48177849
5164	17	48162101	48198733
201191	17	48178673	48217246
84687	17	48201101	48237877
6442	17	48233240	48263293
1277	17	48251457	48289003
162461	17	48338767	48368846
64132	17	48413393	48450512
51264	17	48435228	48460562
146956	17	48440581	48468820
55379	17	48448594	48484914
80221	17	48493519	48562200
1101	17	48531853	48557242
55316	17	48546190	48573336
84073	17	48575745	48618863
55040	17	48600043	48631111
64847	17	48614450	48643213
8913	17	48628429	48714835
8714	17	48702205	48779063
91369	17	48760551	48795270
51747	17	48786926	48840072
124857	17	48902011	48929709
10140	17	48929584	48955339
9043	17	49029535	49208226
654364	17	49220897	49259105
4830	17	49220920	49249450
4831	17	49232796	49259105
54799	17	49244786	49347788
51096	17	49327897	49385294
56934	17	49697674	50247377
100506650	17	51052879	51075012
84643	17	51890239	51912573
10040	17	52967880	53049328
1353	17	53019259	53056064
252983	17	53036119	53251646
3131	17	53332321	53412426
23531	17	53459974	53509341
55273	17	53786988	53819482
58488	17	53818340	53930522
162282	17	54220836	54570007
9241	17	54661060	54682951
339210	17	54859274	54921256
8526	17	54901460	54956036
7706	17	54955270	55001409
8161	17	55005560	55048411
59342	17	55045468	55094129
8165	17	55152553	55208710
124540	17	55323931	55772050
101927581	17	55811846	55832713
51649	17	55906287	55937433
404093	17	55928604	56042684
7716	17	56038908	56075615
101929185	17	56055471	56076372
6426	17	56068280	56094707
140735	17	56150780	56177618
26689	17	56222515	56243447
124538	17	56237017	56257940
8288	17	56260089	56292535
54903	17	56272797	56306966
4025	17	56305787	56355879
4353	17	56337217	56368296
9256	17	56368588	56416152
6827	17	56412536	56439599
54894	17	56421037	56504931
124535	17	56487528	56575759
9110	17	56556893	56605271
5414	17	56587611	56628179
284083	17	56608948	56631733
56155	17	56624038	56779416
5889	17	56759934	56821703
22843	17	56823230	57072540
4591	17	57049999	57194266
348235	17	57177308	57242800
55771	17	57222860	57294070
55181	17	57277371	57302611
284161	17	57287828	57363331
388403	17	57399053	57489095
79665	17	57632886	57695713
1213	17	57687050	57784317
51651	17	57764667	57794856
81671	17	57774553	57929610
51174	17	57926840	57980306
6198	17	57960407	58037787
51136	17	58019723	58052117
63897	17	58108790	58166292
762	17	58217302	58246907
84669	17	58244551	58479586
124773	17	58488574	58518787
10513	17	58510520	58613580
8493	17	58667544	58753641
54828	17	58745172	59480199
101927855	17	59430108	59454966
6909	17	59467257	59496827
388407	17	59479112	59500641
9496	17	59519134	59572471
342538	17	59657794	59678563
83990	17	59746547	59950920
57508	17	59932728	60015377
9969	17	60009966	60152643
146779	17	60437579	60503840
339175	17	60491246	60537454
11011	17	60544447	60702842
9902	17	60694762	60780962
162333	17	60768675	60895705
26115	17	61033913	61515067
1534	17	61499665	61533724
1636	17	61544422	61585741
81033	17	61590695	61636338
10238	17	61617796	61681641
51204	17	61668231	61695725
4215	17	61689404	61783670
80774	17	61763249	61788527
92335	17	61770192	61829330
57003	17	61812610	61861088
11325	17	61841549	61906677
117246	17	61886793	61915031
5705	17	61894770	61919387
6603	17	61899441	61930699
1443	17	61939372	61961089
2689	17	61947572	61970039
1442	17	61962268	61984027
1444	17	61976965	61998688
2688	17	61984560	62006206
974	17	61996098	62019710
6329	17	62005914	62076876
92340	17	62065711	62091645
3384	17	62069955	62107994
2081	17	62106502	62217502
55852	17	62214795	62350653
5175	17	62386775	62414856
284021	17	62451567	62474760
11232	17	62463902	62503184
1655	17	62484374	62513042
90799	17	62492878	62544069
64750	17	62528400	62668386
374819	17	62840486	62924903
10672	17	62995407	63062920
8787	17	63123456	63233821
8313	17	63514681	63567740
201134	17	63621658	64198212
350	17	64198147	64235556
5578	17	64288760	64816862
27091	17	64821235	64891941
27092	17	64950980	65039518
786	17	65030652	65062913
9931	17	65056554	65251349
101928021	17	65244815	65278185
5718	17	65326619	65372721
26207	17	65363397	65703379
25926	17	65703949	65750319
2186	17	65811644	65990494
284018	17	65977217	65999765
3838	17	66021848	66052970
51321	17	66192127	66263305
22901	17	66245323	66435516
9120	17	66253167	66297405
55062	17	66407422	66463653
5573	17	66497921	66557457
54757	17	66521257	66607095
10351	17	66853428	66961550
10350	17	66960773	67068442
23460	17	67064847	67148015
10349	17	67134148	67250956
23461	17	67230576	67333323
5608	17	67400838	67548470
3773	17	68061348	68141749
3759	17	68154757	68186189
6662	17	70107161	70132561
201266	17	70632085	71098853
6752	17	71151160	71178094
9382	17	71179070	71214646
84923	17	71193492	71238533
55028	17	71218372	71255098
642843	17	71234588	71268019
23580	17	71269763	71318314
54549	17	71320523	71650227
100134391	17	71723993	71762696
6169	17	72189795	72216019
94015	17	72199696	72268159
64446	17	72260386	72321023
124602	17	72312351	72361959
388419	17	72342555	72367958
350383	17	72353532	72379104
55890	17	72417480	72457797
11314	17	72452509	72490937
124599	17	72506894	72537613
10871	17	72527204	72552310
100130520	17	72546674	72573673
100131439	17	72566111	72598370
146723	17	72571057	72600348
101928343	17	72585979	72613730
342510	17	72596022	72629897
326624	17	72657256	72753474
146722	17	72680447	72719169
9368	17	72734751	72775499
26151	17	72756686	72782534
54868	17	72762622	72845922
2905	17	72828162	72866966
2232	17	72848619	72879156
283985	17	72863451	72899737
124590	17	72902176	72929351
92736	17	72910370	72940006
347741	17	72921897	72956087
283987	17	72936837	72978900
30850	17	72973727	73011895
3396	17	72998760	73027356
10476	17	73024955	73053074
23510	17	73033279	73071981
9121	17	73073822	73112257
79637	17	73096047	73136360
30833	17	73116320	73137890
51155	17	73121343	73160775
6613	17	73153825	73189098
79902	17	73191597	73241854
23163	17	73222694	73268444
51081	17	73247749	73272457
57409	17	73252309	73277373
60386	17	73259061	73295530
2885	17	73304157	73411790
9772	17	73442664	73506533
57513	17	73486341	73521664
283989	17	73502609	73530821
3993	17	73511783	73581290
9400	17	73612925	73673270
643008	17	73619514	73647486
100130933	17	73632274	73654057
29115	17	73653399	73714139
3691	17	73707516	73763899
2584	17	73744018	73771280
3021	17	73762515	73785860
85451	17	73770920	73831886
201294	17	73813306	73850798
23558	17	73831780	73861501
91107	17	73860242	73884683
201292	17	73875041	73903084
64978	17	73884724	73911181
85302	17	73895925	73947119
51	17	73927588	73985515
100134934	17	73965298	74006667
1018	17	73986235	74012080
2125	17	73992926	74033533
6730	17	74024856	74078607
8811	17	74060892	74083573
353174	17	74065263	74088885
23265	17	74067086	74109868
2302	17	74122414	74147380
114804	17	74128534	74246448
283991	17	74251286	74277379
84074	17	74260130	74314771
5635	17	74296868	74389970
8877	17	74362742	74393941
63893	17	74375613	74459288
15	17	74439433	74476199
79651	17	74456975	74507509
114757	17	74513430	74543987
768206	17	74513668	74551458
10610	17	74551461	74592145
55808	17	74610838	74649894
439921	17	74659748	74717056
23210	17	74698914	74732881
124512	17	74712912	74739962
6427	17	74720197	74743493
79157	17	74722647	74785336
146664	17	74854798	74956472
6397	17	75074725	75223183
10801	17	75267492	75506678
100996273	17	75430786	75453731
57690	17	75990194	76114916
11322	17	76098999	76138488
147138	17	76115505	76149049
100141515	17	76132434	76172364
9144	17	76154632	76179009
7083	17	76160160	76193285
125061	17	76173398	76213782
332	17	76200277	76231716
283999	17	76217391	76247068
9021	17	76342858	76366160
9489	17	76364705	76430740
8632	17	76409778	76583476
9267	17	76660130	76788376
57602	17	76773463	76846980
7077	17	76839059	76931472
100653515	17	76876577	76909299
3959	17	76957335	76986061
124583	17	76977798	77015899
114897	17	77009016	77055870
64772	17	77057565	77094685
146713	17	77075427	77522230
339221	17	77694882	77726021
84733	17	77741977	77771449
57332	17	77758176	77780915
8535	17	77796955	77823222
125058	17	77896142	78019657
55036	17	78000431	78084412
2548	17	78065339	78103680
9775	17	78099013	78130982
79092	17	78133791	78193130
6448	17	78170515	78204199
284129	17	78184200	78237308
57674	17	78224643	78382586
284131	17	78378965	78421886
4884	17	78430633	78460404
57521	17	78508625	78950173
79643	17	78955641	78983933
10458	17	78998944	79101232
9625	17	79074285	79149877
22994	17	79153393	79206793
146705	17	79192072	79222891
284184	17	79203039	79225098
124565	17	79208799	79279233
284186	17	79275070	79314474
100130370	17	79339699	79369160
57597	17	79363540	79443358
71	17	79466997	79489892
25794	17	79471022	79514156
80233	17	79496911	79529429
55666	17	79513913	79614138
83882	17	79599349	79625779
5148	17	79607489	79633607
339229	17	79622066	79643618
339230	17	79623761	79650937
339231	17	79638224	79660954
9146	17	79640962	79679151
6182	17	79660400	79684556
1468	17	79669266	79698046
2642	17	79752010	79781889
348262	17	79770293	79801167
116729	17	79781368	79802926
5034	17	79791034	79828566
396	17	79815595	79839282
10189	17	79835711	79859464
51529	17	79839599	79868363
256933	17	79850072	79870781
5833	17	79850777	79879340
51547	17	79859815	79886058
4097	17	79866145	79895587
5831	17	79880260	79905203
255275	17	79887521	79915109
147111	17	79900383	79929057
79058	17	79925426	79985282
201254	17	79966579	79990786
201255	17	79971280	79999027
5881	17	79979532	80002080
51181	17	79983757	80005573
5986	17	79995778	80019650
2873	17	79999746	80025346
64118	17	80005748	80033697
2194	17	80026214	80066106
284001	17	80049333	80180705
9123	17	80176282	80207375
1453	17	80187523	80241594
924	17	80262746	80285480
6398	17	80268900	80301921
400629	17	80307123	80331652
2837	17	80320647	80343528
79701	17	80337086	80386513
284004	17	80366240	80410516
79415	17	80390462	80418707
26502	17	80405611	80456143
3607	17	80467594	80572483
56270	17	80562438	80616411
10966	17	80604943	80666598
101929552	17	80661785	80684324
79672	17	80664582	80695893
64122	17	80683452	80719073
6904	17	80699938	80911062
79755	17	80777310	80807931
146712	17	80890009	81019686
284207	17	81027567	81062867
9097	18	148483	223739
9984	18	204520	278059
81035	18	309355	510729
1068	18	570369	591524
27098	18	586998	660298
494514	18	639620	668340
7298	18	647590	683499
55556	18	660324	722662
7525	18	711592	822327
116	18	894366	922173
64863	18	2527524	2581489
10403	18	2561510	2626634
23347	18	2645886	2815015
84034	18	2836786	2924090
9663	18	2906992	3023313
8736	18	3056805	3230106
10627	18	3237472	3266234
103910	18	3252111	3288282
7050	18	3401925	3468409
9229	18	3486030	4465310
642597	18	5133672	5207507
7541	18	5279018	5307052
23136	18	5382380	5640662
645369	18	5879411	5905373
91133	18	5944705	6424910
79822	18	6719717	6925715
284217	18	6931743	7127813
339291	18	7221137	7242042
5797	18	7557314	8416859
201475	18	8599443	8649380
23255	18	8695659	8842776
4729	18	9092628	9144343
23253	18	9126751	9295983
57045	18	9324765	9412424
10928	18	9465530	9548106
9989	18	9536789	9624605
11031	18	9698228	9872553
84203	18	9875723	9899272
9218	18	9903955	9970018
147495	18	10444625	10498698
8774	18	10515873	10562766
101927376	18	10591291	10615760
63895	18	10660244	11158761
646000	18	11599557	11620611
2774	18	11679014	11895684
57132	18	11841389	11864448
65258	18	11873470	11918796
3613	18	11971427	12040885
342850	18	12083848	12139763
1149	18	12244318	12287594
84617	18	12298218	12336568
10939	18	12318943	12387275
10650	18	12397895	12442237
56907	18	12436511	12671456
56984	18	12648738	12735739
79959	18	12651748	12712776
5771	18	12775477	12894337
81929	18	12937983	12997536
55125	18	12981352	13135052
753	18	13208729	13662753
125228	18	13653346	13736591
8731	18	13716659	13774555
4161	18	13815543	13836861
4158	18	13872043	13925535
162655	18	14065989	14142489
388468	18	14501737	14553599
374860	18	14738239	14862737
6093	18	18519701	18701812
80000	18	18812203	19115384
114799	18	19099242	19190697
6632	18	19182260	19220208
171586	18	19220858	19294766
57534	18	19311290	19460918
2627	18	19739404	19792491
64693	18	19983564	20007878
5932	18	20503295	20616451
91768	18	20704528	20850434
85019	18	20865977	21027925
8780	18	21022787	21073104
29919	18	21073434	21123311
4864	18	21076148	21176581
147463	18	21169977	21252849
3909	18	21259562	21545030
125488	18	21562737	21725574
26256	18	21708920	21751564
114876	18	21732009	21987846
55364	18	21996609	22043499
59340	18	22030593	22069921
25925	18	22631888	22942214
6760	18	23586217	23681176
143471	18	23703816	23783319
6875	18	23796409	23981649
284252	18	24024874	24247365
361	18	24422007	24455735
83539	18	24484554	24775302
1000	18	25520930	25767445
1825	18	28560052	28632781
1824	18	28635938	28692388
1823	18	28699199	28752819
1828	18	28888052	28947394
147409	18	28946740	29003880
1830	18	29017732	29068665
1829	18	29068027	29138814
7276	18	29161730	29188987
9331	18	29192209	29316560
147407	18	29329659	29350843
22878	18	29399136	29533175
54941	18	29588445	29663154
51444	18	29661818	29721524
4225	18	29759987	29810367
64762	18	29833484	30060447
57565	18	30242634	30363815
374864	18	30507225	31030685
80816	18	31148541	31341159
8715	18	31421064	31813515
1837	18	32063254	32481808
10982	18	32546892	32733434
84307	18	32810994	32848397
100101467	18	32821023	32880196
7572	18	32902178	32934428
252884	18	32936661	32967301
125476	18	33022194	33088110
2589	18	33197400	33301798
83608	18	33542588	33569250
55197	18	33559787	33657538
25800	18	33678494	33719357
55250	18	33699837	33764688
55034	18	33757480	33858685
80206	18	33867677	34370019
25941	18	34349513	34419179
57536	18	34399069	34822095
56853	18	34813003	35156000
5289	18	39525165	39672272
6014	18	40313183	40705676
6860	18	40837857	40867615
26040	18	42248849	42658475
8170	18	42782947	43273072
6563	18	43294088	43342485
284266	18	43395545	43432521
57724	18	43417574	43557305
9050	18	43553502	43662250
498	18	43654110	43694199
115106	18	43674298	43718299
147339	18	43743519	43856955
494470	18	43896772	44051159
125336	18	44046935	44246996
29906	18	44249081	44347039
9063	18	44378900	44510130
83473	18	44487565	44638614
100506888	18	44532731	44554607
728929	18	44538658	44560298
162699	18	44544573	44566449
51224	18	44548943	44571988
84064	18	44623781	44686891
51124	18	44671390	44712745
652991	18	44728460	44785554
4087	18	45349466	45467564
201501	18	45543043	45945793
9811	18	46055427	46399588
4092	18	46436223	46487081
54808	18	46557846	46997172
497661	18	46997548	47023644
100526842	18	46997548	47028935
6139	18	47004851	47028935
9388	18	47077069	47129278
10449	18	47299874	47350306
4645	18	47339156	47731542
220136	18	47743563	47802865
4152	18	47783252	47818144
30827	18	47798713	47824692
220134	18	47891392	47930538
5596	18	48076484	48268196
83876	18	48311490	48361808
4200	18	48395432	48486165
55520	18	48484387	48524491
4089	18	48546583	48621412
51320	18	48690920	48734051
1630	18	49856542	51072273
8932	18	51667971	51761158
11201	18	51785849	51847583
147323	18	51841062	51890943
162681	18	51874284	51918404
284254	18	52248390	52276724
5874	18	52375097	52572747
80323	18	52558740	52636739
6925	18	52879562	53313252
9352	18	54260053	54315920
23335	18	54308590	54707036
284257	18	54804293	54827639
51046	18	55009721	55046162
9480	18	55092917	55168530
2235	18	55202073	55263969
4677	18	55257888	55299177
100505549	18	55287534	55346508
5205	18	55303658	55480327
23327	18	55701580	56078772
115701	18	56138479	56306189
101927322	18	56327241	56348761
10892	18	56328618	56427371
55205	18	56519832	56663709
90701	18	56796709	56836069
2922	18	56877400	56908003
30062	18	56924267	56950625
339302	18	56952634	56995881
3998	18	56985055	57036508
147372	18	57088171	57374860
5366	18	57557153	57581538
4160	18	58028564	58050001
28316	18	58990815	59247123
220441	18	59465300	59571634
23556	18	59701457	59864289
57614	18	59844506	59984355
8792	18	59982520	60064943
54877	18	60180658	60264942
23239	18	60372672	60657676
596	18	60780579	60997011
2531	18	60984971	61044506
9525	18	61046423	61099752
5268	18	61134144	61182318
89777	18	61213393	61244336
5275	18	61244431	61276433
6318	18	61294493	61321502
6317	18	61312431	61339259
89778	18	61360194	61401123
8710	18	61410281	61482610
5055	18	61544939	61581124
5273	18	61565224	61612948
284293	18	61606588	61637646
5271	18	61627263	61666608
1005	18	63407488	63558175
28513	18	64158320	64281375
92126	18	65163819	65193967
54495	18	66330925	66392535
79839	18	66372466	66766517
220164	18	67058284	67526323
10666	18	67520192	67634412
25914	18	67661040	67882962
9306	18	67946137	68007435
220158	18	68287755	68328093
147381	18	70193915	70221723
81832	18	70399549	70544828
100505797	18	70525047	70558634
201456	18	71730588	71825100
29090	18	71805746	71836204
1528	18	71910527	71969251
644041	18	71973110	72036422
125704	18	72092963	72135070
55748	18	72153500	72200689
84735	18	72191692	72262261
55628	18	72255106	72787628
284273	18	72899278	72931281
10194	18	72912710	73011905
284274	18	73111827	73149589
9658	18	74059637	74217146
101927989	18	74189915	74215874
400658	18	74197477	74220045
7776	18	74525149	74692688
4155	18	74680789	74854774
2587	18	74952008	74992098
27164	18	76730275	76769770
374868	18	76819394	77148283
100996274	18	76894758	76916912
4772	18	77145772	77299323
9150	18	77429801	77524510
26251	18	77613668	77669816
80148	18	77652420	77721664
440498	18	77714582	77740822
10907	18	77722867	77758546
79863	18	77784346	77820652
22850	18	77856915	77908229
84552	18	77905115	78015397
81099	19	97152	121690
101928344	19	213866	249827
8612	19	271040	301435
101929060	19	291450	314505
